"","Country","assess_id_short","Year.x","CommName","Biomass","Catch","BvBmsy","FvFmsy","Dbase","SciName","IdLevel","SpeciesCat.x","Profits","MSY","Price","g","k","c","phi","itq","ivq","iq","turf"
"3259","Ghana","4870-FAO",2016,"West African goatfish",4501.552,1177.374,0.758,2.293,"FAO","Pseudupeneus prayensis","Species",33,101895.877,677.077,672.959,0.114,14837.766,3947310.495,0.188,NA,NA,NA,NA
"3260","Ghana","4871-FAO",2016,"West African ilisha",147600.64,12019.144,1.833,0.759,"FAO","Ilisha africana","Species",24,5831411.02,8636.139,654.685,0.107,201365.652,53093579.61,0.188,NA,NA,NA,NA
"3261","Australia","488-FAO",2016,"Endeavour shrimp",11210.878,758.69,0.497,1.703,"FAO","Metapenaeus endeavouri","Species",45,104083.157,896.347,2418.474,0.04,56380.248,57370945.58,0.188,NA,NA,NA,NA
"3262","Greece","4883-FAO",2004,"Black seabream",420.434,1,0.459,0.065,"FAO","Spondyliosoma cantharus","Species",33,1672.781,33.694,2847.467,0.037,2291.471,3025026.379,0.188,NA,NA,NA,NA
"3263","Greece","4884-FAO",2016,"Black seabream",3413.706,130.464,0.648,1.038,"FAO","Spondyliosoma cantharus","Species",33,60699.299,193.983,2377.498,0.037,13172.607,17381581.52,0.188,NA,NA,NA,NA
"3264","Greece","4885-FAO",2016,"Blotched picarel",3526.257,319.036,0.998,2.208,"FAO","Spicara maena","Species",33,168694.437,144.698,1530.914,0.041,8830.053,7265901.428,0.188,NA,NA,NA,NA
"3265","Australia","489-FAO",2016,"Filefishes, leatherjackets nei",7478.615,40.124,0.651,0.132,"FAO","Monacanthidae","Neis",33,38593.906,466.056,1690.672,0.038,2098496.528,28986964.69,0.188,NA,NA,NA,NA
"3266","Greece","4891-FAO",2016,"Bogue",85592.238,4252.985,0.807,1.259,"FAO","Boops boops","Species",33,3195356.965,4185.946,2377.498,0.039,265092.878,342550258.2,0.188,NA,NA,NA,NA
"3267","Greece","4892-FAO",2009,"Caramote prawn",921.678,1,0.44,0.029,"FAO","Penaeus kerathurus","Species",45,2947.301,78.13,3996.106,0.037,5236.621,7492859.082,0.188,NA,NA,NA,NA
"3268","Greece","4893-FAO",2016,"Caramote prawn",10772.376,1597.374,0.519,3.613,"FAO","Penaeus kerathurus","Species",45,-710350.147,852.615,3336.556,0.041,51936.825,72213585.72,0.188,NA,NA,NA,NA
"3269","Greece","4897-FAO",2016,"Common cuttlefish",40552.277,245.221,1.32,0.176,"FAO","Sepia officinalis","Species",57,384602.046,1058.276,2041.268,0.034,76812.109,88777691.54,0.188,NA,NA,NA,NA
"3270","Greece","4898-FAO",2016,"Common cuttlefish",62800.167,2389.874,1.285,0.995,"FAO","Sepia officinalis","Species",57,2925399.247,1868.309,2041.268,0.038,122151.371,136822686.1,0.188,NA,NA,NA,NA
"3271","Greece","4899-FAO",2016,"Common dentex",4118.927,6.887,0.579,0.126,"FAO","Dentex dentex","Species",33,8547.153,94.148,2377.498,0.013,17771.733,31867628.54,0.188,NA,NA,NA,NA
"3272","Australia","490-FAO",2016,"Filefishes, leatherjackets nei",4991.976,26.782,0.651,0.132,"FAO","Monacanthidae","Neis",33,25761.433,311.092,1690.672,0.038,2098496.528,19348798.93,0.188,NA,NA,NA,NA
"3273","Greece","4900-FAO",2016,"Common dentex",5768.694,200.988,0.591,2.694,"FAO","Dentex dentex","Species",33,-82926.046,126.208,2377.498,0.013,24397.531,44062413.74,0.188,NA,NA,NA,NA
"3274","Greece","4901-FAO",2016,"Common octopus",111664.533,3924.052,1.893,0.526,"FAO","Octopus vulgaris","Species",57,8451185.709,3943.672,2777.255,0.067,147513.639,190130656.9,0.188,NA,NA,NA,NA
"3275","Greece","4902-FAO",2010,"Common sole",1922.512,1,0.294,0.015,"FAO","Solea solea","Species",31,3879.643,222.308,5437.513,0.034,16341.041,28944167.46,0.188,NA,NA,NA,NA
"3276","Greece","4903-FAO",2016,"Common sole",7338.873,522.069,0.413,1.901,"FAO","Solea solea","Species",31,-93306.114,665.421,4540.062,0.037,44461.167,76529707.59,0.188,NA,NA,NA,NA
"3277","Greece","4904-FAO",2016,"Common squids nei",16367.555,1410.754,1.622,1.177,"FAO","Loligo spp","Neis",57,1326822.888,739.202,1411.427,0.072,367871.982,16399802.69,0.188,NA,NA,NA,NA
"3278","Greece","4906-FAO",2016,"Dogfish sharks nei",6994.727,122.644,0.503,1.298,"FAO","Squalidae","Neis",38,-8428.061,187.689,640.329,0.014,12461.683,16684445,0.188,NA,NA,NA,NA
"3279","Greece","4907-FAO",2003,"Dusky grouper",77.113,29,0.918,28.051,"FAO","Epinephelus marginatus","Species",33,-26718.458,1.126,3357.21,0.013,210.034,442430.141,0.188,NA,NA,NA,NA
"3280","Greece","4908-FAO",2016,"Dusky grouper",1151.052,44.836,0.543,2.907,"FAO","Epinephelus marginatus","Species",33,-38613.235,28.411,2803.109,0.013,5300.477,11166816.69,0.188,NA,NA,NA,NA
"3281","Greece","4910-FAO",1992,"European anchovy",128107.602,11512,0.912,1.651,"FAO","Engraulis encrasicolus","Species",35,6486532.119,5733.566,956.821,0.041,351078.713,150908999.3,0.188,NA,NA,NA,NA
"3282","Greece","4911-FAO",2009,"European conger",30538.93,1158,1.266,1.891,"FAO","Conger conger","Species",34,2375027.504,483.777,3484.483,0.02,60305.813,116841692.6,0.188,NA,NA,NA,NA
"3283","Greece","4912-FAO",2009,"European flat oyster",11489.249,20,0.729,0.047,"FAO","Ostrea edulis","Species",53,16558.415,584.985,1083,0.037,39381.094,19712664.46,0.188,NA,NA,NA,NA
"3284","Greece","4915-FAO",2016,"European lobster",425.247,71.636,0.351,3.98,"FAO","Homarus gammarus","Species",43,-224115.566,51.221,7346.166,0.042,3025.303,7600357.228,0.188,NA,NA,NA,NA
"3285","Greece","4916-FAO",2016,"European lobster",883.616,105.538,0.391,3.029,"FAO","Homarus gammarus","Species",43,-140980.764,89.177,7346.166,0.039,5654.833,14512400.82,0.188,NA,NA,NA,NA
"3286","Greece","4917-FAO",1997,"European pilchard(=Sardine)",341839.848,20561,1.536,0.854,"FAO","Sardina pilchardus","Species",35,8364883.358,11752.487,508.768,0.053,556334.26,117707482.6,0.188,NA,NA,NA,NA
"3287","Greece","4918-FAO",2010,"European seabass",359.839,9,0.506,0.656,"FAO","Dicentrarchus labrax","Species",33,9163.867,27.102,4059.514,0.038,1777.552,3309242.932,0.188,NA,NA,NA,NA
"3288","Greece","4919-FAO",2016,"European seabass",3929.283,290.619,0.61,1.823,"FAO","Dicentrarchus labrax","Species",33,-11889.903,261.398,3389.499,0.041,16111.789,29441259.02,0.188,NA,NA,NA,NA
"3289","Greece","4920-FAO",1990,"European sprat",183.306,24,0.81,2.309,"FAO","Sprattus sprattus","Species",35,892.097,9.626,76.179,0.043,565.795,19126.85,0.188,NA,NA,NA,NA
"3290","Greece","4921-FAO",1981,"Flathead grey mullet",27.878,1,0.561,0.827,"FAO","Mugil cephalus","Species",33,504.138,2.156,1833.536,0.043,124.325,100576.058,0.188,NA,NA,NA,NA
"3291","Greece","4922-FAO",2016,"Flathead grey mullet",21803.453,1133.452,0.646,1.302,"FAO","Mugil cephalus","Species",33,237466.681,1346.603,1530.914,0.04,84347.625,69951737.48,0.188,NA,NA,NA,NA
"3292","Greece","4925-FAO",2016,"Gilthead seabream",1911.634,169.355,0.587,2.261,"FAO","Sparus aurata","Species",33,-56200.009,127.578,2742.586,0.039,8139.826,12160501.96,0.188,NA,NA,NA,NA
"3293","Greece","4927-FAO",2016,"Groupers nei",897.408,121.951,0.524,3.32,"FAO","Epinephelus spp","Neis",33,-139860.673,70.091,2803.109,0.041,8391.131,6453398.22,0.188,NA,NA,NA,NA
"3294","Greece","4929-FAO",2016,"Groupers, seabasses nei",2063.645,282.175,0.537,3.304,"FAO","Serranidae","Neis",33,-296012.42,159.127,2803.109,0.041,9065.39,14440535.54,0.188,NA,NA,NA,NA
"3295","Greece","4932-FAO",2016,"Gurnards, searobins nei",2352.273,138.164,1.032,1.274,"FAO","Triglidae","Neis",34,55508.443,105.129,867.738,0.046,7022.641,2564247.002,0.188,NA,NA,NA,NA
"3296","Greece","4934-FAO",2004,"John dory",172.326,4,0.948,0.57,"FAO","Zeus faber","Species",34,7357.657,7.407,2982.647,0.041,454.402,609218.707,0.188,NA,NA,NA,NA
"3297","Greece","4935-FAO",2016,"John dory",17344.277,845.346,1.932,0.668,"FAO","Zeus faber","Species",34,1607825.8,654.829,2490.367,0.073,22439.235,25261567.28,0.188,NA,NA,NA,NA
"3298","Greece","4936-FAO",2002,"Large-eye dentex",132.206,14,0.595,2.594,"FAO","Dentex macrophthalmus","Species",33,1485.213,9.075,2847.467,0.041,555.671,710818.335,0.188,NA,NA,NA,NA
"3299","Greece","4937-FAO",2016,"Large-eye dentex",7842.195,652.338,0.995,2.006,"FAO","Dentex macrophthalmus","Species",33,560967.098,326.884,2377.498,0.041,19708.423,25094260.32,0.188,NA,NA,NA,NA
"3300","Greece","4947-FAO",2016,"Mediterranean mussel",17910.483,66.811,0.406,0.1,"FAO","Mytilus galloprovincialis","Species",54,11076.262,1644.306,253.695,0.037,110269.395,8426061.578,0.188,NA,NA,NA,NA
"3301","Greece","4948-FAO",2016,"Mediterranean shore crab",18550.33,1397.225,2.028,0.98,"FAO","Carcinus aestuarii","Species",42,2975022.695,703.198,2848.514,0.077,22866.252,28985004.81,0.188,NA,NA,NA,NA
"3302","Greece","4950-FAO",2016,"Monkfishes nei",54829.48,1764.598,0.909,1.814,"FAO","Lophius spp","Neis",34,1530809.024,1069.947,2690.262,0.018,76865.301,280144645,0.188,NA,NA,NA,NA
"3303","Greece","4951-FAO",2016,"Natantian decapods nei",555.153,76.372,0.405,3.366,"FAO","Natantia","Neis",45,-97071.231,56.04,3018.868,0.041,40826.228,4351095.155,0.188,NA,NA,NA,NA
"3304","Greece","4952-FAO",2016,"Natantian decapods nei",6731.236,921.336,0.405,3.351,"FAO","Natantia","Neis",45,-509798.984,679.484,3732.593,0.041,40826.228,52757028.76,0.188,NA,NA,NA,NA
"3305","Greece","4953-FAO",1991,"Norway lobster",9.917,1,0.505,2.343,"FAO","Nephrops norvegicus","Species",43,1810.436,0.845,6171.724,0.043,49.09,86081.765,0.188,NA,NA,NA,NA
"3306","Greece","4954-FAO",1985,"Norway lobster",7786.955,814,0.876,2.548,"FAO","Nephrops norvegicus","Species",43,2925897.394,364.583,6171.724,0.041,22213.856,39513744.52,0.188,NA,NA,NA,NA
"3307","Greece","4955-FAO",2016,"Octopuses, etc. nei",12609.835,750.137,1.504,0.987,"FAO","Octopodidae","Neis",57,1372271.776,505.083,2777.255,0.06,86403.388,27809972.83,0.188,NA,NA,NA,NA
"3308","Greece","4956-FAO",2016,"Octopuses, etc. nei",22697.703,1350.247,1.504,0.987,"FAO","Octopodidae","Neis",57,2470089.197,909.149,2777.255,0.06,86403.388,50057951.1,0.188,NA,NA,NA,NA
"3309","Greece","4958-FAO",2016,"Pandoras nei",10268.796,768.153,0.537,1.87,"FAO","Pagellus spp","Neis",33,-289288.724,765.394,2377.498,0.04,4297.927,61599359.95,0.188,NA,NA,NA,NA
"3310","Greece","4960-FAO",2016,"Pargo breams nei",4251.544,341.336,0.611,1.965,"FAO","Pagrus spp","Neis",33,-27153.558,284.47,2377.498,0.041,21911.822,22324299.46,0.188,NA,NA,NA,NA
"3311","Greece","4963-FAO",2016,"Picarels nei",33626.356,2505.781,0.914,1.816,"FAO","Spicara spp","Neis",33,1249764.091,1509.642,1530.914,0.041,8830.053,75572064.94,0.188,NA,NA,NA,NA
"3312","Greece","4966-FAO",2016,"Red mullet",22553.454,1947.525,0.721,2.162,"FAO","Mullus barbatus","Species",33,130646.864,1248.61,672.959,0.04,78166.954,28491529.96,0.188,NA,NA,NA,NA
"3313","Greece","4967-FAO",2016,"Red porgy",6790.174,16.589,0.653,0.065,"FAO","Pagrus pagrus","Species",33,25755.567,391.777,2377.498,0.038,25978.542,34035522.63,0.188,NA,NA,NA,NA
"3314","Greece","4970-FAO",2016,"Saddled seabream",7276.885,314.066,0.746,1.115,"FAO","Oblada melanura","Species",33,213747.252,377.719,2377.498,0.039,24390.603,31701768,0.188,NA,NA,NA,NA
"3315","Greece","4971-FAO",2016,"Salema",4252.702,280.458,0.668,1.647,"FAO","Sarpa salpa","Species",33,69145.994,255.035,2377.498,0.04,15922.447,20486970.05,0.188,NA,NA,NA,NA
"3316","Greece","4974-FAO",2016,"Scorpionfishes nei",20291.446,1184.179,1.069,1.066,"FAO","Scorpaenidae","Neis",34,367738.981,1039.177,610.297,0.055,31377.784,14252840.17,0.188,NA,NA,NA,NA
"3317","Greece","4976-FAO",2016,"Shads nei",47271.261,1857.339,0.87,1.041,"FAO","Alosa spp","Neis",24,487318.157,2050.98,654.685,0.038,14681.231,48950147.55,0.188,NA,NA,NA,NA
"3318","Greece","4977-FAO",2009,"Shi drum",288.536,1,0.449,0.035,"FAO","Umbrina cirrosa","Species",33,1516.063,63.415,2335.514,0.099,1606.576,1293550.403,0.188,NA,NA,NA,NA
"3319","Greece","4978-FAO",2016,"Shi drum",1174.056,37.616,0.805,0.362,"FAO","Umbrina cirrosa","Species",33,38731.965,128.989,1950.042,0.088,3645.884,3033522.424,0.188,NA,NA,NA,NA
"3320","Greece","4981-FAO",2016,"Smooth-hounds nei",4319.232,275.404,1.155,1.535,"FAO","Mustelus spp","Neis",38,100417.101,155.339,740.373,0.042,12960.986,3700491.439,0.188,NA,NA,NA,NA
"3321","Greece","4983-FAO",2016,"Surmullet",11207.728,1515.279,0.859,1.28,"FAO","Mullus surmuletus","Species",33,360719.037,1378.516,672.959,0.106,32631.566,8884222.202,0.188,NA,NA,NA,NA
"3322","Greece","4994-FAO",2016,"West African goatfish",8058.466,43.676,0.756,0.062,"FAO","Pseudupeneus prayensis","Species",33,20704.381,933.584,672.959,0.088,26633.148,7668614.014,0.188,NA,NA,NA,NA
"3323","Greece","4995-FAO",2010,"White grouper",8594.573,2,0.422,0.018,"FAO","Epinephelus aeneus","Species",33,4664.098,262.605,3357.21,0.013,50870.037,108386345.5,0.188,NA,NA,NA,NA
"3324","Greece","4996-FAO",2009,"White seabream",3564.1,204,0.647,1.411,"FAO","Diplodus sargus","Species",33,152384.18,223.465,2847.467,0.041,13776.576,17658977.68,0.188,NA,NA,NA,NA
"3325","Greece","4999-FAO",2016,"Wreckfish",1685.376,95.231,1.15,4,"FAO","Polyprion americanus","Species",34,34911.046,20.705,1142.973,0.014,3664.417,3098464.767,0.188,NA,NA,NA,NA
"3326","Greenland","5000-FAO",2009,"Aesop shrimp",753.848,53,0.421,1.651,"FAO","Pandalus montagui","Species",45,7882.507,76.165,1869.238,0.043,4471.718,2876364.582,0.188,NA,NA,NA,NA
"3327","Greenland","5005-FAO",2016,"Arctic char",1770.008,58.021,0.957,0.87,"FAO","Salvelinus alpinus","Species",23,66178.666,69.66,2357.428,0.038,4621.776,6005101.989,0.188,NA,NA,NA,NA
"3328","Greenland","5008-FAO",2016,"Atlantic halibut",92.729,4.203,0.125,3.422,"FAO","Hippoglossus hippoglossus","Species",31,-77381.572,9.811,5963.358,0.013,1852.082,5718101.601,0.188,NA,NA,NA,NA
"3329","Greenland","5009-FAO",2016,"Atlantic halibut",401.91,7.49,0.151,1.423,"FAO","Hippoglossus hippoglossus","Species",31,-71663.746,34.858,5963.358,0.013,6654.912,20616151.71,0.188,NA,NA,NA,NA
"3330","Australia","501-FAO",2006,"Geelbek croaker",484.157,7,0.431,1.107,"FAO","Atractoscion aequidens","Species",33,-300.309,14.662,1503.069,0.013,2806.662,2667801.758,0.188,NA,NA,NA,NA
"3331","Greenland","5011-FAO",1986,"Atlantic herring",24.609,5,0.545,3.653,"FAO","Clupea harengus","Species",35,135.741,1.884,215.183,0.042,112.95,10849.023,0.188,NA,NA,NA,NA
"3332","Greenland","5013-FAO",2016,"Atlantic redfishes nei",276912.201,13481.441,0.997,0.87,"FAO","Sebastes spp","Neis",34,4150188.63,15528.628,610.297,0.056,46658.935,208847636.7,0.188,NA,NA,NA,NA
"3333","Greenland","5016-FAO",1992,"Atlantic salmon",6362.209,236,0.34,2.778,"FAO","Salmo salar","Species",23,-462436.481,249.603,2730.767,0.013,46733.428,80170048.13,0.188,NA,NA,NA,NA
"3334","Greenland","5017-FAO",2004,"Atlantic wolffish",298.743,9,0.838,2.285,"FAO","Anarhichas lupus","Species",34,4689.94,4.7,1523.126,0.013,891.255,856034.322,0.188,NA,NA,NA,NA
"3335","Australia","502-FAO",2016,"Ghost shark",3942.574,267.009,1.398,0.959,"FAO","Callorhinchus milii","Species",38,101794.125,199.224,529.742,0.071,7052.102,1313081.362,0.188,NA,NA,NA,NA
"3336","Australia","502-SOFIA",2016,"Mackerel icefish",1704.442,224.683,0.28,3.243,"SOFIA","Champsocephalus gunnari","Species",34,-415720.316,247.425,1142.973,0.041,15216.188,9369692.936,0.188,NA,NA,NA,NA
"3337","Australia","503-FAO",2016,"Giant tiger prawn",1301.945,216.686,0.472,4,"FAO","Penaeus monodon","Species",45,-205700.157,114.846,3336.556,0.042,6900.766,9555607.679,0.188,NA,NA,NA,NA
"3338","Greenland","5033-FAO",1959,"Greenland halibut",8889.645,1400,1.062,11.722,"FAO","Reinhardtius hippoglossoides","Species",31,1820696.403,112.459,3111.072,0.013,20927.494,28023844.16,0.188,NA,NA,NA,NA
"3339","Australia","504-FAO",2006,"Giant tiger prawn",5.55,6,0.599,24.983,"FAO","Penaeus monodon","Species",45,-11130.885,0.401,3996.106,0.043,23.181,31724.001,0.188,NA,NA,NA,NA
"3340","Greenland","5040-FAO",2016,"Iceland scallop",3434.012,374.805,0.282,2.591,"FAO","Chlamys islandica","Species",55,-106679.629,513.723,1435.739,0.042,30491.696,11482108.32,0.188,NA,NA,NA,NA
"3341","Greenland","5043-FAO",2016,"Lumpfish(=Lumpsucker)",285327.097,18903.226,1.425,2.953,"FAO","Cyclopterus lumpus","Species",34,46859844.07,4493.841,4963.777,0.022,500772.313,1600604882,0.188,NA,NA,NA,NA
"3342","Greenland","5045-FAO",2016,"Northern prawn",23681.6,2.04,0.481,0.002,"FAO","Pandalus borealis","Species",45,3745.352,1923.627,2044.549,0.039,123087.9,81952125.83,0.188,NA,NA,NA,NA
"3343","Greenland","5046-FAO",2016,"Northern prawn",680064.601,93792.326,0.585,3.335,"FAO","Pandalus borealis","Species",45,2841167.116,48063.244,1560.724,0.041,2905918.854,1885728253,0.188,NA,NA,NA,NA
"3344","Greenland","5049-FAO",2016,"Queen crab",45653.354,2397.236,0.806,1.287,"FAO","Chionoecetes opilio","Species",42,2120841.405,2310.533,2848.514,0.041,141572.233,217020653,0.188,NA,NA,NA,NA
"3345","Australia","505-FAO",2016,"Giant tiger prawn",20033.99,1536.604,0.499,1.935,"FAO","Penaeus monodon","Species",45,118018.329,1592.659,3336.556,0.04,100430.194,141095639.7,0.188,NA,NA,NA,NA
"3346","Greenland","5059-FAO",2016,"Wolffishes(=Catfishes) nei",105179.167,1149.58,0.691,0.836,"FAO","Anarhichas spp","Neis",34,429425.333,1989.013,1271.737,0.013,38603.119,366183645.9,0.188,NA,NA,NA,NA
"3347","Australia","506-FAO",2016,"Green rock lobster",1924.028,9.043,0.803,0.121,"FAO","Jasus verreauxi","Species",43,182457.537,92.792,24272.032,0.039,5992.724,39342661.2,0.188,NA,NA,NA,NA
"3348","Grenada","5071-FAO",1994,"Brazilian sardinella",17.862,13,0.741,12.71,"FAO","Sardinella brasiliensis","Species",35,254.815,1.035,293.252,0.043,60.228,7815.037,0.188,NA,NA,NA,NA
"3349","Grenada","5074-FAO",2016,"Caribbean spiny lobster",108.406,17.649,0.37,3.992,"FAO","Panulirus argus","Species",43,-86871.153,11.94,13883.656,0.041,731.954,3514337.701,0.188,NA,NA,NA,NA
"3350","Grenada","5076-FAO",2016,"Coney",106.615,14.573,0.4,3.274,"FAO","Cephalopholis fulva","Species",33,-34302.148,11.132,2803.109,0.042,666.691,998828.919,0.188,NA,NA,NA,NA
"3351","Grenada","5080-FAO",2016,"Groupers, seabasses nei",19.971,2.731,0.537,3.304,"FAO","Serranidae","Neis",33,-2864.636,1.54,2803.109,0.041,9065.39,139747.118,0.188,NA,NA,NA,NA
"3352","Grenada","5087-FAO",2016,"Parrotfishes nei",917.816,128.137,0.798,3.473,"FAO","Scaridae","Neis",33,12012.566,46.257,1530.914,0.04,3451.529,2380596.389,0.188,NA,NA,NA,NA
"3353","Grenada","5089-FAO",2016,"Red hind",3225.23,209.62,1.262,1.54,"FAO","Epinephelus guttatus","Species",33,314574.081,107.84,2803.109,0.042,6387.372,9537833.852,0.188,NA,NA,NA,NA
"3354","Grenada","5090-FAO",2016,"Sand tilefish",3.511,0.506,0.332,3.385,"FAO","Malacanthus plumieri","Species",33,-960.261,0.45,1530.914,0.043,26.473,21540.111,0.188,NA,NA,NA,NA
"3355","Grenada","5097-FAO",2016,"Snappers, jobfishes nei",574.485,77.543,0.511,3.268,"FAO","Lutjanidae","Neis",33,-96593.424,46.431,2839.754,0.041,9508.468,4284706.613,0.188,NA,NA,NA,NA
"3356","Grenada","5098-FAO",2016,"Snooks(=Robalos) nei",15.316,1.072,0.587,1.778,"FAO","Centropomus spp","Neis",33,-72.425,1.028,1530.914,0.039,87520.364,54439.403,0.188,NA,NA,NA,NA
"3357","Grenada","5099-FAO",2016,"Squirrelfishes nei",11.224,1.017,0.672,2.212,"FAO","Holocentridae","Neis",33,42.672,0.684,1530.914,0.041,2255.088,34373.437,0.188,NA,NA,NA,NA
"3358","Australia","510-FAO",2016,"Grey rockcod",177.757,29.608,0.74,4,"FAO","Notothenia squamifrons","Species",33,-2535.733,10.007,1530.914,0.042,600.81,491976.892,0.188,NA,NA,NA,NA
"3359","Grenada","5101-FAO",2016,"Surgeonfishes nei",27.864,2.956,1.156,2.22,"FAO","Acanthuridae","Neis",33,1963.486,1.152,1530.914,0.048,4950.749,47224.754,0.188,NA,NA,NA,NA
"3360","Grenada","5103-FAO",2016,"Triggerfishes, durgons nei",5.968,0.909,0.602,3.661,"FAO","Balistidae","Neis",33,-367.327,0.413,1530.914,0.042,439.531,20324.999,0.188,NA,NA,NA,NA
"3361","Australia","511-FAO",2009,"Grey rockcod",3600.957,333,1.069,2.198,"FAO","Notothenia squamifrons","Species",33,299314.649,141.752,1833.536,0.042,8422.334,6875102.03,0.188,NA,NA,NA,NA
"3362","Guam","5119-FAO",2016,"Emperors(=Scavengers) nei",10.5,1.655,0.402,3.761,"FAO","Lethrinidae","Neis",33,-1700.914,1.095,1892.855,0.042,3232.324,53496.615,0.188,NA,NA,NA,NA
"3363","Australia","512-FAO",2016,"Groupers, seabasses nei",2835.848,387.762,0.537,3.304,"FAO","Serranidae","Neis",33,-406778.358,218.671,2803.109,0.041,9065.39,19844090.77,0.188,NA,NA,NA,NA
"3364","Guam","5120-FAO",2016,"Groupers nei",13.597,1.848,0.524,3.32,"FAO","Epinephelus spp","Neis",33,-2119.101,1.062,2803.109,0.041,8391.131,97778.761,0.188,NA,NA,NA,NA
"3365","Guam","5124-FAO",2016,"Octopuses, etc. nei",168.131,10.002,1.504,0.987,"FAO","Octopodidae","Neis",57,18296.957,6.734,2777.255,0.06,86403.388,370799.638,0.188,NA,NA,NA,NA
"3366","Guam","5125-FAO",2016,"Parrotfishes nei",198.447,27.705,0.798,3.473,"FAO","Scaridae","Neis",33,2597.311,10.001,1530.914,0.04,3451.529,514723.544,0.188,NA,NA,NA,NA
"3367","Australia","513-FAO",2016,"Groupers, seabasses nei",66.569,9.102,0.537,3.304,"FAO","Serranidae","Neis",33,-9548.788,5.133,2803.109,0.041,9065.39,465823.727,0.188,NA,NA,NA,NA
"3368","Guam","5130-FAO",2016,"Snappers, jobfishes nei",24.189,3.265,0.511,3.268,"FAO","Lutjanidae","Neis",33,-4067.092,1.955,2839.754,0.041,9508.468,180408.7,0.188,NA,NA,NA,NA
"3369","Guam","5132-FAO",2016,"Surgeonfishes nei",55.727,5.913,1.156,2.22,"FAO","Acanthuridae","Neis",33,3926.971,2.304,1530.914,0.048,4950.749,94449.508,0.188,NA,NA,NA,NA
"3370","Guam","5133-FAO",2016,"Tropical spiny lobsters nei",6.586,0.965,0.377,3.623,"FAO","Panulirus spp","Neis",43,-3915.388,0.707,13883.656,0.04,10350.151,210254.03,0.188,NA,NA,NA,NA
"3371","Guam","5136-FAO",2016,"Wrasses, hogfishes, etc. nei",6.36,0.903,0.513,3.4,"FAO","Labridae","Neis",33,-621.944,0.518,1530.914,0.042,4876.574,25374.055,0.188,NA,NA,NA,NA
"3372","Australia","514-FAO",2016,"Groupers, seabasses nei",53.255,7.282,0.537,3.304,"FAO","Serranidae","Neis",33,-7639.03,4.107,2803.109,0.041,9065.39,372658.982,0.188,NA,NA,NA,NA
"3373","Guatemala","5146-FAO",2006,"Crystal shrimp",602.655,2,0.356,0.095,"FAO","Penaeus brevirostris","Species",45,4297.971,59.212,3996.106,0.035,4230.219,6169860.607,0.188,NA,NA,NA,NA
"3374","Australia","515-FAO",2016,"Gummy shark",52654.093,3401.585,1.155,1.604,"FAO","Mustelus antarcticus","Species",38,1223310.257,1836.128,740.373,0.04,114001.825,45602612.79,0.188,NA,NA,NA,NA
"3375","Guatemala","5157-FAO",2016,"Penaeus shrimps nei",787.468,110.34,0.402,3.444,"FAO","Penaeus spp","Neis",45,-162713.307,79.748,3336.556,0.041,44153.66,6845500.874,0.188,NA,NA,NA,NA
"3376","Guatemala","5158-FAO",2016,"Penaeus shrimps nei",1374.732,192.628,0.402,3.444,"FAO","Penaeus spp","Neis",45,-284058.824,139.221,3336.556,0.041,44153.66,11950620.17,0.188,NA,NA,NA,NA
"3377","Australia","516-FAO",2016,"Gummy shark",354.857,41.817,0.9,2.843,"FAO","Mustelus antarcticus","Species",38,6710.163,16.34,740.373,0.041,985.623,390860.608,0.188,NA,NA,NA,NA
"3378","Guatemala","5175-FAO",2005,"Yellowleg shrimp",2665.913,121,0.395,1.284,"FAO","Penaeus californiensis","Species",45,43349.712,238.441,3996.106,0.035,16865.405,24524950.08,0.188,NA,NA,NA,NA
"3379","Guinea","5189-FAO",2010,"Blue shark",5959.068,304,1.035,3.776,"FAO","Prionace glauca","Species",38,102658.292,77.775,886.725,0.014,14391.678,7988560.413,0.188,NA,NA,NA,NA
"3380","Guinea","5190-FAO",2016,"Bobo croaker",47294.151,7800.061,0.997,1.541,"FAO","Pseudotolithus elongatus","Species",33,4030869.958,5074.818,1254.99,0.107,118548.48,59952021.16,0.188,NA,NA,NA,NA
"3381","Guinea","5191-FAO",2016,"Bonga shad",1021668.945,104096.163,1.613,1.904,"FAO","Ethmalosa fimbriata","Species",35,41728260.19,33897.807,654.685,0.054,1584041.699,514519681.8,0.188,NA,NA,NA,NA
"3382","Guinea","5195-FAO",2016,"Flatfishes nei",3444.015,409.843,0.385,2.829,"FAO","Pleuronectiformes","Neis",31,-210257.348,375.932,2019.289,0.041,17868.177,17221886.58,0.188,NA,NA,NA,NA
"3383","Guinea","5196-FAO",2008,"Giant African threadfin",567.52,727,0.752,11.534,"FAO","Polydactylus quadrifilis","Species",33,-255766.302,83.84,1833.536,0.111,1887.307,1151423.424,0.188,NA,NA,NA,NA
"3384","Albania","52-FAO",2016,"Rays, stingrays, mantas nei",451.137,46.182,0.924,2.484,"FAO","Rajiformes","Neis",38,5662.56,20.116,458.16,0.041,4899.687,299494.282,0.188,NA,NA,NA,NA
"3385","Guinea","5203-FAO",2016,"Lesser African threadfin",1219.351,10.205,1.105,0.077,"FAO","Galeoides decadactylus","Species",33,12246.448,119.838,1530.914,0.109,2758.26,1694035.834,0.188,NA,NA,NA,NA
